,FacilityName,Latitude,Longitude,LocationAddress,City,State,ZIP,County,FIPScode,PrimaryNAICS,SecondPrimaryNAICS,IndustryType,TRI_Air_Emissions_10_in_lbs,TRI_Air_Emissions_11_in_lbs,TRI_Air_Emissions_12_in_lbs,TRI_Air_Emissions_13_in_lbs,GHG_Direct_Emissions_10_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_14_in_metric_tons
3945,ROCK SPRINGS GENERATION FACILITY,39.716758,-76.157604,1423 ROCK SPRINGS ROAD,RISING SUN,MD,21911-1001,CECIL,24015.0,221112,,Power Plants,,,,,34245.16761105569,3223.2594273937284,44347.3276266132,40459.47033142784,15153.582876348695
3946,NTC/MCRD ENERGY FACILITY,32.735323,-117.208299,"END OF NEVILLE ROAD, BLDG 566",SAN DIEGO,CA,92140,SAN DIEGO,6073.0,928110,,Other,,,,,102194.86942074954,51000.04504931246,110721.0089733414,62615.347466635445,49108.262101985376
3947,WHEELABRATOR NORTH BROWARD,26.287222,-80.159722,2600 NW 48TH ST,POMPANO BEACH,FL,33073-3016,BROWARD,12011.0,562213,,Waste,,,,,70420.0466785747,2235.793287921857,80838.51427816958,29899.97124373311,41104.43497755537
3948,BENNINGTON COMPRESSOR STATION,33.98277,-96.0041,1213 PIPELINE RD.,BENNINGTON,OK,74723,BRYAN,40013.0,486210,,Petroleum and Natural Gas Systems,,,,,,161466.72034466977,254310.05377886185,98955.72270201384,372572.403441747
3949,E I DUPONT DE NEMOURS - SABINE RIVER WORKS,30.05475,-93.762279,3055 FARM RD 1006,ORANGE,TX,776301089,ORANGE,48361.0,325110,325199.0,Chemicals,30889.98593690333,33402.46575394378,35226.224528218154,38343.212498465655,222051.265208654,903350.883782158,77979.72694957991,316298.0427657651,708803.1015594575
3950,JUSTICE MINE U-5013-98,38.016184,-81.745885,782 ROBINSON CREEK ROAD,MADISON,WV,25130,BOONE,54005.0,212112,,Other,,,,,,14542.72037381964,53874.89020186946,47501.75923601459,43201.17431613256
3951,MCCLANE CANYON MINE,39.440006,-108.776274,SEC 21 T7S R102W,LOMA,CO,81524,MESA,8077.0,212112,,Other,,,,,,83042.51046785995,61725.56628037187,67837.78181822223,77431.30288013462
3952,POET BIOREFINING-CLOVERDALE LLC,39.550556,-86.817778,2265 E COUNTY RD 800 S,CLOVERDALE,IN,46120,PUTNAM,18133.0,325193,,Other,47302.12999421451,46494.33687317079,30464.33395666435,36604.17280236056,9535.18442430217,3377.105293497705,28671.018099450943,37399.2520931297,43245.49329857142
3953,DCP MIDSTREAM - LUCERNE GAS PLANT,40.457201,-104.664686,31495 COUNTY ROAD 43,GREELEY,CO,806319620,WELD,8123.0,211112,,Petroleum and Natural Gas Systems,,,,,44503.52132994468,944.6833491775832,24330.54118992665,11799.216749720312,27247.49239520056
3954,GRAIN PROCESSING CORP,38.6335,-87.2262,1443 S 300 W,WASHINGTON,IN,47501,DAVIESS,18027.0,311221,,"Other,Suppliers of CO2,Waste",29727.197896646765,22800.38615987592,26279.93537584153,26644.303831107703,32106.730568138675,72488.70700280751,79215.06361759226,26516.64855686304,54256.47299577008
3955,INTERNATIONAL PAPER MOBILE CLOSED LANDFILL,30.751683,-88.054862,,MOBILE,AL,36610,MOBILE,1097.0,562212,,Waste,,,,,,24321.657187997465,46827.66685767021,33314.16930463869,41900.11100459222
3956,LAMB CANYON SANITARY LANDFILL,33.88338,-116.99081,16411 LAMB CANYON RD,BEAUMONT,CA,92223,RIVERSIDE,6065.0,562212,,Waste,,,,,80884.16409111513,48074.0414054868,1117359.4465458067,66297.24699601784,185520.46646413143
3957,COVANTA RESOURCE RECOVERY FACILITY,42.468401,-73.194143,500 HUBBARD AVENUE,PITTSFIELD,MA,01201-3863,BERKSHIRE,25003.0,562213,,Waste,,,,,478635.5298224639,700357.2331035831,297846.01851147914,680397.5724064941,591095.1425559464
3958,SUNFLOWER ELECTRIC POWER CORP,37.969312,-100.892387,2075 WEST SAINT JOHN STREET,GARDEN CITY,KS,67846-5071,FINNEY,20055.0,221112,,Power Plants,,,,,65369.6541899338,24528.42892272432,27093.126170177136,36306.31373095356,47162.56849702851
3959,WILLIAMS FOUR CORNERS LLC IGNACIO PROCESSING PLANT,37.144682,-107.784839,3746 COUNTY ROAD 307,DURANGO,CO,81303,LA PLATA,8067.0,211112,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,92787.1705485144,79942.31875212878,78071.97669286473,93971.13151286604,221079.65493697053
3960,KILGORE COMPRESSOR STATION,,,,CARROLL,OH,43112,FAIRFIELD,39045.0,211111,,Petroleum and Natural Gas Systems,,,,,,,,,67146.3173349826
3961,YORKTOWN POWER STATION,37.21534,-76.46213,1600 WATERVIEW RD,YORKTOWN,VA,23692,YORK,51199.0,221112,,Power Plants,1176931.116758601,339299.18288524274,122502.74156047612,706135.225443541,611206.4455947436,782477.8283306438,3839559.236195754,178690.61434105478,102926.17473440908
3962,NRG SHELBY COUNTY GENERATING STATION,39.279338,-88.477449,RR 1 BOX 344A,NEOGA,IL,62447,SHELBY,17173.0,221112,,Power Plants,,,,,91697.68288608616,50135.65450406887,74580.9063076714,81178.84554085026,177535.61398884043
3963,SIOUXLAND ENERGY COOPERATIVE,43.08446,-96.23038,3890 GARFIELD AVE,SIOUX CENTER,IA,51250,SIOUX,19167.0,325193,,Other,42507.10736632372,40031.931094551066,33552.99573459245,33746.19406929594,73665.73317577844,100967.33857281828,48391.91434356277,96633.19195019647,176194.71685398664
3964,FLORIDA GAS TRANSMISSION COMPANY,29.923341,-82.327964,14369 SW STATE ROAD 231,BROOKER,FL,32622,BRADFORD,12007.0,486210,,Petroleum and Natural Gas Systems,,,,,76260.05100111089,72272.89211754191,51370.942500705634,52974.11460035697,69813.53350303219
3965,EDGECOMBE COUNTY LANDFILL,35.914656,-77.583985,COLONIAL ROAD,TARBORO,NC,27886,EDGECOMBE,37065.0,562212,,Waste,,,,,28244.12200061204,45372.75785523941,78668.61020364834,10941.254029979158,61771.3714358096
3966,JAMES RIVER POWER STATION,37.108799,-93.259283,5701 S KISSICK RD,SPRINGFIELD,MO,65804,GREENE,29077.0,221112,,Power Plants,24203.781416376383,32574.571852952187,22435.70039237021,19333.28790729069,140560.2791361196,269392.4753584613,312959.045249913,249173.17887959824,158894.75295677496
3967,INTERNATIONAL PAPER AUGUSTA MILL,33.327581,-81.954059,4278 MIKE PADGETT HIGHWAY,AUGUSTA,GA,309069784,RICHMOND,13245.0,322130,322121.0,"Pulp and Paper,Waste",38992.25969309821,42528.23131661472,33005.65336025151,149276.58806372096,35749.45687889755,16820.20268004838,46674.82856777156,15988.0260195878,49151.32415890367
3968,SEABREEZE ENVIRONMENTAL LANDFILL,29.087945,-95.355625,10310 FM 523,ANGLETON,TX,77515,BRAZORIA,48039.0,562212,,Waste,,,,,53563.075499277424,88761.32904294626,86454.76941628882,74778.65554186443,81322.09151970226
3969,ARCHBALD POWER STA,41.48645,-75.53587,170 POWER BOULEVARD,ARCHBALD,PA,18403-2046,LACKAWANNA,42069.0,221119,,Power Plants,,,,,564049.9091644359,543207.6468766355,764551.3868019901,588183.6497282382,504476.32527939125
3970,SOUTHERN PINES ENERGY CENTER,31.22517,-88.70468,2501 TUNG OIL ROAD,LEAKESVILLE,MS,39451,GREENE,28041.0,486210,,Petroleum and Natural Gas Systems,,,,,,1655775.375481239,221304.6291262983,496727.3972819596,743521.0364053715
3971,FIRST QUALITY TISSUE/LOCK HAVEN PLT,41.12688,-77.45586,904 WOODS AVE,LOCK HAVEN,PA,17745,CLINTON,42035.0,322121,,"Pulp and Paper,Waste",,,,,89279.47087714208,274019.0148867111,225464.6198566282,82489.06437757898,65304.29735845321
3972,KANSAS CITY BPU QUINDARO POWER STATION,39.14862,-94.64048,3601 N 12TH ST,KANSAS CITY,KS,66104,WYANDOTTE,20209.0,221112,,Power Plants,22784.09281236553,30609.0114457737,27958.065381947086,25836.304265806764,46894.78113892645,52374.749502977225,90885.31222021431,72827.17567902716,76602.38431888854
3973,SAN JUAN BASIN GAS PLANT,36.732833,-107.976889,61 COUNTY ROAD 4900,BLOOMFIELD,NM,87413,SAN JUAN,35045.0,211112,,Petroleum and Natural Gas Systems,,,,,71764.71661152857,67835.66302614428,64674.87668186452,573721.0254155251,266137.4601601555
3974,NORTHERN NATURAL GAS CO - FARIBAULT,44.26947,-93.32139,21903 CANBY AVE,FARIBAULT,MN,55021,RICE,27131.0,486210,,Petroleum and Natural Gas Systems,,,,,,,857938.1605114454,76613.21930610026,314297.1672438929
3975,US TVA JOHN SEVIER COMBINED CYCLE PLANT,36.3767,-82.9639,611 OLD HWY 70,ROGERSVILLE,TN,37857,HAWKINS,47073.0,221112,,Power Plants,33525.12788030936,35274.462424837344,38144.84147202241,30682.753342357893,169668.17887625503,246962.418117881,315426.28022810305,74254.0306349692,239659.22845053463
3976,MIDAMERICAN ENERGY CO - PLEASANT HILL/GDMEC,41.55593,-93.52483,3191 SOUTHEAST 45TH STREET,PLEASANT HILL,IA,50317,POLK,19153.0,221112,,Power Plants,,,,,578246.1061683965,341147.09673057083,2583638.852925724,2272312.73364794,659925.5736112926
3977,UNC-COGEN/FAC SERVICES COMPLEX,35.906437,-79.062284,501 W CAMERON AVE,CHAPEL HILL,NC,27599-0001,ORANGE,37135.0,611310,,Other,,,,,67685.26802146263,68209.84169060024,59440.401913333706,18370.6082626182,80987.26731711983
3978,BAILEY MINE-CRABAPPLE PORTAL,39.920076,-80.474237,192 CRABAPPLE RD.,WIND RIDGE,PA,15380,GREENE,42059.0,212112,,Other,,,,,,72755.16621669101,63361.20971287087,20665.61812913593,38177.01571202844
3979,NAPLES SLF COLLIER COUNTY,26.165868,-81.657891,3750 WHITE LAKE BLVD,NAPLES,FL,34117,COLLIER,12021.0,562212,,Waste,,,,,38683.12265043508,46435.301187534526,39566.31282096436,29381.312956403075,48253.35445753758
3980,FORD MOTOR CO SHARONVILLE PLANT,39.26893,-84.42329,3000 SHARON RD,SHARONVILLE,OH,452411975,HAMILTON,39061.0,336350,,Other,19432.4821795038,20930.60333392249,17575.123439197276,106105.06491671408,99735.64073823308,102447.14371103322,54436.58378800369,67387.21969417116,55258.46697796178
3981,ILLINOIS LANDFILL INC,40.442376,-87.647368,16310 EAST COUNTY ROAD 4000 NORTH,HOOPESTON,IL,60942,VERMILION,17183.0,562212,,Waste,,,,,46970.87185231956,44275.13935495969,49546.32724591511,29966.30047826859,85961.05520349031
3982,KINGS WASTE & RECYCLING AUTHORITY,36.3135,-119.597306,7803 HANFORD ARMONA RD,HANFORD,CA,93230,KINGS,6031.0,562212,,Waste,,,,,,,,,50251.98516377738
3983,"TRANSCONTINENTAL GAS PIPE LINE COMPANY LLC, STATION 70",31.246394,-90.199739,967 HIGHWAY 583,TYLERTOWN,MS,39667-6702,WALTHALL,28147.0,486210,,Petroleum and Natural Gas Systems,,,,,,,24821.538217436733,2717.235946992507,20110.28803993901
3984,GRIFFIN PIPE PRODUCTS CO,37.419183,-79.140146,10 ADAMS ST,LYNCHBURG,VA,24504,LYNCHBURG (CITY),51680.0,331511,,Metals,27679.71675740969,34415.2480144833,29555.885771919577,25084.019067529167,308759.5216590157,673812.5178040899,611080.5886946175,350793.72866862704,1738677.387056874
3985,PAPERWORKS INDUSTRIES INC,40.794873,-85.82808,455 W FACTORY ST,WABASH,IN,46992,WABASH,18169.0,322130,,Pulp and Paper,38312.545539604216,30243.17365966117,27174.46808903845,31519.584028187743,96904.08153059856,62880.33269937159,74536.62744556575,12959.460745138384,33265.768954724
3986,DEER GULCH-FALCON COMPRESSOR STATION,,,"NE1/4 OF SECTION 6, T50N, R77W",GILLETTE,WY,82716,CAMPBELL,56005.0,211111,,Petroleum and Natural Gas Systems,,,,,254248.8970251621,585527.4877523524,230881.67401236104,277487.5418466278,380164.69798018056
3987,GRAPHIC PACKAGING MACON MILL,32.79464,-83.643104,100 GRAPHIC PACKAGING INTERNATIONAL WAY,MACON,GA,31206,BIBB,13021.0,322130,,"Pulp and Paper,Waste",24272.014831349847,21509.225441913422,22667.013432964963,23658.214290841588,57930.03836222086,47657.05182183617,64619.84230635538,50691.16553710785,32458.620938703352
3988,Calcasieu Lake Production Barge,29.98647,-93.39462,561 N Main,HACKBERRY,LA,70645,CAMERON,22023.0,211111,,Petroleum and Natural Gas Systems,,,,,,,,262115.0046660174,84489.12149704195
3989,ABILENE REGIONAL LANDFILL,32.55,-99.75,"FM 3034, OFF 277",ABILENE,TX,79601,TAYLOR,48441.0,562212,,Waste,,,,,75060.04164959853,61781.21484033792,35399.125588692696,51249.01601266597,60775.76279482865
3990,MOSAIC FERTILIZER LLC GREEN BAY PLANT,27.840522,-81.911859,4390 COUNTY ROAD 640 WEST,BARTOW,FL,338300960,POLK,12105.0,325312,,Chemicals,,,,,,,123491.15613240344,427498.1178334858,1424830.4402214796
3991,OMAHA PUBLIC POWER DISTRICT NORTH OMAHA STATION,41.329911,-95.945832,7475 PERSHING DR,OMAHA,NE,68112,DOUGLAS,31055.0,221112,,Power Plants,27798.27264189165,33464.78045344057,22256.753919939987,20489.97382379217,3334722.831145945,916574.4271817356,1941305.601847957,774042.7905452019,994845.2394644708
3992,ALTAVISTA POWER STATION,37.118333,-79.273889,104 WOOD LANE,ALTAVISTA,VA,24517-1450,CAMPBELL,51031.0,221119,,Power Plants,,,,,62242.16122703046,37764.66546142863,53802.83522351668,44101.42338987663,42155.67591122064
3993,BUTTON GWINNETT LANDF,33.919259,-84.051639,70 ARNOLD RD.,LAWRENCEVILLE,GA,30044,GWINNETT,13135.0,562212,,Waste,,,,,31218.725114446137,4820.908731430645,22699.081546062367,30988.79696750233,12723.76408725582
3994,BOBCAT,30.54716,-91.91549,19210 HWY 190,PORT BARRE,LA,70577,SAINT LANDRY,22097.0,486210,,Petroleum and Natural Gas Systems,,,,,,57418.99686987868,66245.94033601231,36440.01212346609,26434.7123746994
3995,CONTINENTAL TIRE THE AMERICAS LLC,38.29007,-88.89037,11525 N IL HWY 142,MOUNT VERNON,IL,628640022,JEFFERSON,17081.0,326211,,Other,27391.18382320697,30380.771721163124,26770.27878683998,31005.89333570015,76750.872402565,54475.67766190469,24096.05992859126,39608.3600483916,70572.04137292982
3996,EAST TENNESSEE NATURAL GAS COMPANY,36.925423,-81.26208,588 SHOAL RIDGE DR,RURAL RETREAT,VA,24368,WYTHE,51197.0,486210,,Petroleum and Natural Gas Systems,,,,,,82491.55945103269,210850.2894210592,653599.053508898,142615.5970579923
3997,"IAC ALBEMARLE, LLC.",35.39466,-80.20477,313 BETHANY ROAD,ALBEMARLE,NC,28001-8520,STANLY,37167.0,314110,,Other,,,,,42734.39661769781,99326.82219611414,107116.1221947728,66255.92180305536,57812.286174556895
3998,NEXTEER AUTOMOTIVE CORPORATION,43.4094,-83.8813,3900 HOLLAND RD,SAGINAW,MI,486019494,SAGINAW,26145.0,336330,,Other,21460.433666582187,24563.86634609432,15475.552681432908,22341.94433558651,29542.212454774533,26850.33106720956,56008.382790422605,52927.73624999261,51316.53888688376
3999,GEORGIA-PACIFIC GYPSUM LLC,41.197889,-87.033611,484 E COUNTY RD 1400 N,WHEATFIELD,IN,46392,JASPER,18073.0,327420,,Minerals,29686.441893578347,20662.65120900409,24241.83020807768,33470.73021213095,53156.81222292022,74743.38001262472,290541.9780049655,130534.00389204496,309212.9678829988
4000,WESTERN REGIONAL SANITARY LANDFILL,38.83164,-121.34465,3195 ATHENS AVE,LINCOLN,CA,95648,PLACER,6061.0,562212,,Waste,,,,,55441.81199491465,78537.14402041187,123092.9807536936,80302.61357784265,286825.64598545886
4001,BOLSTER COMPRESSOR STATION,44.2317,-106.590954,"44.1864, -106.1622",BUFFALO,WY,82834,JOHNSON,56019.0,211111,,Petroleum and Natural Gas Systems,,,,,571597.2609047377,1078426.9828809197,2152770.7592974,492802.94597365474,1364469.783182135
4002,MALTEUROP NORTH AMERICA INC,43.00475,-87.96322,3830 W GRANT ST,MILWAUKEE,WI,532152355,MILWAUKEE,55079.0,311213,,Other,,,,,,27613.620336913875,70604.30428235355,44368.654304759984,36929.34296451842
4003,VEOLIA ES GLACIER RIDGE LANDFILL,43.45953,-88.55413,N7296 HWY V,HORICON,WI,53032,DODGE,55027.0,562212,,Waste,,,,,105152.9403775002,59580.933793068674,81576.45457268241,81829.21177899244,71967.39825303615
4004,SUN PEAK GENERATING STATION,36.137174,-115.034529,6360 VEGAS VALLEY DR,LAS VEGAS,NV,89142,CLARK,32003.0,221112,,Power Plants,,,,,,,226038.6882975853,355389.2209740338,191671.4424534664
4005,BOSTON UNIVERSITY PHYSICAL PLANT,42.3541,-71.12201,120 ASHFORD STREET,BOSTON,MA,02215-1819,SUFFOLK,25025.0,611310,,Other,,,,,215139.1703319453,645330.2726381411,800648.37715291,836517.1609767685,815229.7432404328
4006,WESTSIDE RECYCLING AND DISPOSAL FACILITY,32.71282,-97.53077,3500 LINKCREST DRIVE,ALEDO,TX,76008,PARKER,48367.0,562212,,Waste,,,,,43243.19256306826,54116.82889545977,70922.0981102595,27026.51690306705,140657.5892897929
4007,ALAMO CEMENT CO,29.610148,-98.367792,6055 W GREEN MOUNTAIN RD,SAN ANTONIO,TX,78266,BEXAR,48029.0,327310,327999.0,Minerals,32808.99148399513,36308.64458484374,27282.395361905503,27568.570404665392,27747.37839921973,33345.23213792435,33262.342453549194,13167.351322733266,4282.190566740195
4008,REC SILICON,45.972611,-112.68975,119140 RICK JONES WAY,BUTTE,MT,59701,SILVER BOW,30093.0,331410,331419.0,Metals,32134.598622631504,31480.47293441382,33103.10483873356,29330.82035105068,92584.88541110836,29910.99317970828,63089.90511576636,50506.23845278028,66121.55249455817
4009,"AES REDONDO BEACH, LLC",33.850278,-118.395,1100 HARBOR DR,REDONDO BEACH,CA,90277-2017,LOS ANGELES,6037.0,221112,,Power Plants,,,,,77254.13919840922,10909.497923376352,26684.442027620888,51385.76535704016,27722.563672007906
4010,GREAT LAKES GAS TRANSMISSION PIPELINE BOYNE FALLS CS#11,45.270131,-84.729197,10339 GREAT LAKES ROAD,BOYNE FALLS,MI,49713,CHARLEVOIX,26029.0,486210,,Petroleum and Natural Gas Systems,,,,,30023.2725033368,85969.00418617079,17838.438121669307,72999.36535548551,45400.37992769299
4011,EAGLE RIDGE LANDFILL,39.392972,-91.212917,13100 HIGHWAY VV,BOWLING GREEN,MO,63334,PIKE,29163.0,562212,,Waste,,,,,66876.04994354626,30567.80325814728,17838.555731271277,27860.74254678563,51875.59805090166
4012,SAN JACINTO COUNTY PEAKING FACILITY,30.4193,-95.0118,7.5 MI SOUTH OF SHEPHERD,SHEPHERD,TX,77371,SAN JACINTO,48407.0,221112,,Power Plants,,,,,343204.1015308887,399666.9174291395,94574.79692213952,872697.5512938992,275764.00864446646
4013,ROCKIES EXP PIPELINE COMPRESSOR STATION,39.75979,-86.85046,6825 N. COUNTY ROAD 25 WEST,BAINBRIDGE,IN,46105,PUTNAM,18133.0,486210,,Petroleum and Natural Gas Systems,,,,,74156.87671029191,69285.03908586575,194855.7825418297,55405.42757591201,217621.42846596503
4014,TAMPA ELECTRIC COMPANY,27.90702,-82.42016,3602 PORT SUTTON RD,TAMPA,FL,33619,HILLS,12057.0,221112,,Power Plants,,,,,1881890.79077913,339251.144131166,4230011.072649534,2309100.252171052,1256073.279026255
4015,NORTH SHELBY LANDFILL,35.326016,-89.946596,7111 MILLINGTON ROAD,MILLINGTON,TN,38053,SHELBY,47157.0,562212,,Waste,,,,,86171.92777687305,92617.4563649307,59288.26005676435,80002.11099474905,65215.81013069301
4016,ALL PURPOSE LANDFILL,37.4135,-121.9724,5401 LAFAYETTE STREET,SANTA CLARA,CA,95050,SANTA CLARA,6085.0,562212,,Waste,,,,,743134.1633888418,766047.1964570172,741762.0613881767,970872.7383945202,753538.3947427324
4017,CARGILL INC SALT DIV,41.04268,-81.54533,2065 MANCHESTER RD,AKRON,OH,44314,SUMMIT,39153.0,311942,,Other,22941.63044053261,17053.51578573173,11623.253504139482,16800.940186614713,320606.1091450538,95725.05301467484,295183.7454687527,80319.90877517062,304302.6235917392
4018,BLACK DIAMOND PLANT,32.477772,-97.897608,6610 LIPAN HWY,GRANBURY,TX,76048,HOOD,48221.0,211112,,Petroleum and Natural Gas Systems,,,,,,,,26301.410284906124,57798.42596042515
4019,PEDRICKTOWN COGENERATION CO LP,39.766944,-75.421361,143 HWY 130 PO BOX 404,PEDRICKTOWN,NJ,8067,SALEM,34033.0,221112,,Power Plants,21051.8408043882,14645.50657322215,35717.40381683748,13022.678609603412,59896.66020126942,48900.78348882897,50402.08685069355,31827.87519515356,14770.200065265824
4020,BROADACRE LANDFILL - FOUNTAIN LANDFILL,38.679516,-104.628161,10000 SQUIRREL CREEK RD,FOUNTAIN,CO,80817,EL PASO,8041.0,562212,,Waste,,,,,63070.74650340011,48070.9346535806,34065.97693504365,39312.19126389384,27996.094034808622
4021,DOMINION TRANS BEAVER COMP STA,40.81753,-80.30462,398 THOMPSON RUN ROAD,BEAVER FALLS,PA,15010-6833,BEAVER,42007.0,486210,,Petroleum and Natural Gas Systems,,,,,251181.42206490165,488296.8708102024,350293.0833982401,615473.4477682934,246336.80073923536
4022,CIGC WATKINS COMPESSOR STATION,39.745283,-104.698908,24650 E SMITH RD,AURORA,CO,80019-3800,ADAMS,8001.0,486210,,Petroleum and Natural Gas Systems,,,,,1018092.1541987116,781384.6329469802,781655.284282664,255498.3280258316,1746591.745576631
4023,UNIV OF IOWA MAIN PWR PLANT,41.65767,-91.54038,207 BURLINGTON ST W,IOWA CITY,IA,52242,JOHNSON,19103.0,611310,,Other,,,,,78959.64743938978,75196.70211375442,55642.153696365,33658.638062738144,72626.71146911444
4024,CARMEUSE LIME INC MILLERSVILLE OPERATION,41.31337,-83.27519,3964 COUNTY RD 41,MILLERSVILLE,OH,43435,SANDUSKY,39143.0,327410,,Minerals,15424.298264510337,12652.139363944743,17998.739357352417,19456.81452529077,94750.92252607348,56852.61368095074,900118.3523790459,95916.80289574014,98695.2607650875
4025,CARBO CERAMICS INC. - TOOMSBORO PLANT,32.854436,-83.140829,1880 DENT RD,TOOMSBORO,GA,31090,WILKINSON,13319.0,212324,,Other,19395.808367957885,18504.665334443045,17799.4272112159,23845.6969612513,112174.71987800248,56337.57445018344,195574.24890590413,61882.84374598516,71428.81034995365
4026,LIMESTONE ELECTRIC GENERATING STATION,31.413972,-96.250028,3964 FM 39,JEWETT,TX,75846,LIMESTONE,48293.0,221122,221112.0,Power Plants,17796.56296948265,17819.418057701256,14133.42506899548,18460.74337728952,94559.00334204009,41512.530109029874,44522.56535702785,30188.22061125277,81241.5819802022
4027,SOUTHEAST RAINBOW CPF-2,35.44159,-92.48655,1200 AUSTIN ROAD,BEE BRANCH,AR,72013,VAN BUREN,5141.0,213112,,Petroleum and Natural Gas Systems,,,,,20653.926696989227,29981.10689384758,53483.83049233753,47490.490359738986,26481.47006527532
4028,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,40.790278,-73.911111,31 20TH AVE,ASTORIA,NY,11105,QUEENS,36081.0,221112,,Power Plants,46937.9305753468,35965.18493393717,34580.41217638235,48005.2866447416,636203.1104755703,208051.19588727865,1143253.6364477952,299557.42536153505,1081039.8886379143
4029,VISALIA LANDFILL,36.38718,-119.3897,33466 ROAD 80,VISALIA,CA,93291,TULARE,6107.0,562212,,Waste,,,,,36669.00012069207,3297.601742162922,32103.73336743252,27386.852728338297,36264.26775644538
4030,W M W I - METRO RECYCLING & DISPOSAL,42.850388,-88.069672,10712 S 124TH ST,FRANKLIN,WI,53132,MILWAUKEE,55079.0,562212,,Waste,,,,,58709.18643088639,274176.2138058344,268527.8959580056,190643.7349473227,242359.3284715084
4031,OCCIDENTAL CHEMICAL CORP,37.581667,-97.425278,6200 S RIDGE RD,WICHITA,KS,67215,SEDGWICK,20173.0,325180,325181.0,Chemicals,35730.59293293381,38699.69313888981,24821.97144465521,26463.36714731271,154287.76530568072,55459.80083866729,81959.54363735154,79301.75079006868,50314.32806188421
4032,TEXAS EASTERN LILLY CS,40.438766,-78.595019,224 TEXAS RD,LILLY,PA,15938-5703,CAMBRIA,42021.0,486210,,Petroleum and Natural Gas Systems,,,,,58308.970962320745,4828.418648022765,45294.98140741168,14892.43608791245,36088.037774870165
4033,BFI MEXIA LANDFILL,31.61294,-96.503316,3048 LCR 460,MEXIA,TX,766674801,LIMESTONE,48293.0,562212,,Waste,,,,,47800.83926582213,22208.838836435665,52282.71007518597,49979.7363770956,41586.50371859505
4034,PREPA-CAMBALACHE COMBUSTION TURBINE PLANT,18.4732,-66.6999,PR-681 KM 0.5,ARECIBO,PR,612,ARECIBO,72013.0,221112,,Power Plants,13782.34447298418,10557.835553079609,12053.941494721072,18027.983267940548,67220.94326612943,71862.56526548421,46258.10546301021,22516.223065373146,93678.79679608817
4035,SONOCO PRODUCTS COMPANY,34.384861,-80.067449,1 N SECOND ST,HARTSVILLE,SC,29550,DARLINGTON,45031.0,322130,,"Pulp and Paper,Waste",11348.357227770994,19679.6102027132,16559.804813376904,13637.10865628567,2128.5665008622964,60422.79611444549,109440.50302237309,76604.78463293731,90552.45054729543
4036,LONE CACTUS LANDFILL,33.681984,-112.06564,21402 N 7TH ST,PHOENIX,AZ,850245102,MARICOPA,4013.0,562212,,Waste,,,,,50197.33373701841,43221.89308455756,71254.84219403914,154330.67023519237,242544.3447508317
4037,FRANKLIN COUNTY MODEL SANITARY LANDFILL,39.8958,-83.03061,3299 JACKSON PIKE,GROVE CITY,OH,43123,FRANKLIN,39049.0,562212,,Waste,,,,,903227.8910172397,81579.37802808701,257009.15695947607,68629.27178458188,270915.92783659825
4038,PARKWOOD MINE,40.661143,-79.323626,785 OVERVIEW DRIVE,SHELOCTA,PA,15774,INDIANA,42063.0,212112,,Other,,,,,,,,171112.32035844817,318764.11923380365
4039,CHOLLA POWER PLANT,34.940267,-110.299867,4801 FRONTAGE RD,JOSEPH CITY,AZ,860320188,NAVAJO,4017.0,221112,,Power Plants,54265.26547130011,52561.7794306806,45118.59967452437,52268.02957522993,51968.0276459406,28466.41580043604,8800.573751707285,46876.09412056961,25118.29573028485
4040,ASH GROVE CEMENT CO,44.5428,-117.4218,33060 SHIRTTAIL CREEK RD,DURKEE,OR,97905,BAKER,41001.0,327310,,Minerals,18479.195473590084,20253.325610187072,24704.758644946625,23207.57380950579,297575.3518448147,284458.0512303547,984506.1403311776,1061562.8168895608,752374.995586087
4041,SONOCO HUTCHINSON,38.05416,-97.88538,100 N HALSTEAD ST,HUTCHINSON,KS,67501,RENO,20155.0,322130,,Pulp and Paper,38220.83646744911,40182.609720066604,30515.610967745408,34251.282201071655,129685.29122180052,77047.8001162264,92337.25810220416,55681.73614951645,85621.04331738512
4042,GOWANUS GENERATING STATION,40.666139,-74.005,27TH STREET & THIRD AVENUE,BROOKLYN,NY,11232,KINGS,36047.0,221112,,Power Plants,31686.76142272052,35200.42477926596,33542.43679239561,28981.84318554556,77982.59623456639,67228.5194734639,54654.87744244468,42780.69062129383,61702.22516846327
4043,CORNING DIESEL MANUFACTURING FACILITY,42.11222,-77.15619,890 ADDISON RD (ST RTE 417),PAINTED POST,NY,14870,STEUBEN,36101.0,327999,,Minerals,,,,,86512.28058590507,87015.70801432704,48023.15808435699,26180.98620926537,54509.78734584518
4044,BIG RIVER INDUSTRIES INC LIVLITE DIV,32.56486,-88.19967,201 INDUSTRIAL ST,LIVINGSTON,AL,35470,SUMTER,1119.0,212325,212399.0,Other,14676.203436301024,16229.29622480952,15645.724558773993,17349.765226473657,54741.80603903701,82085.58205164367,54447.68506787181,66008.23886082871,248575.1035728065
